"Commodity-wise, Market-wise Daily Report on : 05/01/2019 NR : Not Reported",,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Khambhat(Grain Market),2,Tonnes,NR,Other,1900,1960,1940,Rs/Quintal
Lakhani,150.48,Tonnes,NR,Other,1800,1825,1810,Rs/Quintal
Mahuva(Station Road),64.2,Tonnes,NR,Hybrid,1765,1915,1850,Rs/Quintal
Mangrol,17,Tonnes,NR,Hybrid,1500,1625,1575,Rs/Quintal
Mehsana,0.7,Tonnes,NR,Local,1400,1905,1800,Rs/Quintal
Palanpur,6,Tonnes,NR,Deshi,1650,1910,1780,Rs/Quintal
Patan,16,Tonnes,NR,Other,1750,1900,1825,Rs/Quintal
Rajkot,2,Tonnes,NR,Deshi,1450,1900,1700,Rs/Quintal
Rajula,0.3,Tonnes,NR,Local,1525,1525,1525,Rs/Quintal
Savarkundla,1.1,Tonnes,NR,Deshi,1800,2275,2038,Rs/Quintal
Savli,0.18,Tonnes,NR,Deshi,1650,1700,1675,Rs/Quintal
Siddhpur,14.54,Tonnes,NR,Deshi,1600,1865,1732,Rs/Quintal
Talod,20.4,Tonnes,NR,Other,1650,1900,1775,Rs/Quintal
Thara,11,Tonnes,NR,Other,1800,1890,1845,Rs/Quintal
Tharad(Rah),0.2,Tonnes,NR,Deshi,1810,1870,1840,Rs/Quintal
Umreth,6.3,Tonnes,NR,Deshi,1750,1825,1820,Rs/Quintal
Vadgam,1.4,Tonnes,NR,Hybrid,1800,1805,1802.5,Rs/Quintal
Vadodara,111.87,Tonnes,NR,Other,1850,1950,1950,Rs/Quintal
Visnagar,12.2,Tonnes,NR,Other,1575,1945,1760,Rs/Quintal
Karnataka,,,,,,,,
Bangalore,25,Tonnes,NR,Hybrid,2000,2400,2200,Rs/Quintal
Hungund,17,Tonnes,NR,Local,1700,1700,1700,Rs/Quintal
Kottur,2,Tonnes,NR,Hybrid,1691,1691,1691,Rs/Quintal
Kustagi,20,Tonnes,NR,Hybrid,1685,1685,1685,Rs/Quintal
Madhya Pradesh,,,,,,,,
Kailaras,15.2,Tonnes,NR,Deshi,1586,1627,1610,Rs/Quintal
Lahar,11.8,Tonnes,NR,Other,1548,1562,1551,Rs/Quintal
Morena,24.4,Tonnes,NR,Deshi,1660,1678,1670,Rs/Quintal
Vijaypur,5.1,Tonnes,NR,Deshi,1370,1390,1380,Rs/Quintal
Maharashtra,,,,,,,,
Akola,NR,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Amalner,1,Tonnes,NR,Other,1751,1965,1965,Rs/Quintal
Amarawati,NR,Tonnes,NR,Other,1900,2100,2000,Rs/Quintal
Aurangabad,1,Tonnes,NR,Other,1500,2000,1750,Rs/Quintal
Chopada,NR,Tonnes,NR,Other,1501,1501,1501,Rs/Quintal
Gangapur,1,Tonnes,NR,Other,1680,2137,1900,Rs/Quintal
Kalvan,NR,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Kannad,1,Tonnes,NR,Other,1700,1800,1750,Rs/Quintal
Kopargaon,1,Tonnes,NR,Other,1500,1919,1766,Rs/Quintal
Lasur Station,NR,Tonnes,NR,Other,1500,1725,1725,Rs/Quintal
Mumbai,3,Tonnes,NR,Other,1800,2600,2300,Rs/Quintal
Pathardi,2,Tonnes,NR,Other,2000,2300,2100,Rs/Quintal
Rahata,NR,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Shevgaon(Bodhegaon),NR,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Vaduj,1,Tonnes,NR,Other,1950,2000,1975,Rs/Quintal
NCT of Delhi,,,,,,,,
Narela,0.8,Tonnes,NR,Deshi,1715,1715,1715,Rs/Quintal
Rajasthan,,,,,,,,
Alwar,55.2,Tonnes,NR,Other,1600,1625,1610,Rs/Quintal
Anoopgarh,2.5,Tonnes,NR,Other,1660,1685,1673,Rs/Quintal
Bandikui,26.4,Tonnes,NR,Other,1595,1678,1637,Rs/Quintal
Barmer,10,Tonnes,NR,Bold,1800,1900,1850,Rs/Quintal
Bayana,95.5,Tonnes,NR,Other,1597,1649,1630,Rs/Quintal
Bharatpur,71,Tonnes,NR,Local,1575,1635,1605,Rs/Quintal
Chaksu,33.5,Tonnes,NR,Other,1570,1795,1650,Rs/Quintal
Chomu,15.3,Tonnes,NR,Other,1570,1590,1580,Rs/Quintal
Dausa,62,Tonnes,NR,Other,1585,1730,1657,Rs/Quintal
Deeg,1.6,Tonnes,NR,Other,1592,1600,1592,Rs/Quintal
Deoli,6.3,Tonnes,NR,Other,1550,1610,1580,Rs/Quintal
Dholpur,44,Tonnes,NR,Other,1690,1750,1720,Rs/Quintal
Fatehpur,11,Tonnes,NR,Other,1580,1600,1590,Rs/Quintal
Hindoun,74.4,Tonnes,NR,Other,1593,1712,1653,Rs/Quintal
Jhunjhunu,33.9,Tonnes,NR,Other,1650,1700,1650,Rs/Quintal
Jodhpur (Grain)(Mandor),1.5,Tonnes,NR,Other,1600,1900,1750,Rs/Quintal
Jodhpur(Grain)(Bhagat Ki Kothi),5.5,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Kama,2.8,Tonnes,NR,Other,1551,1575,1563,Rs/Quintal
Kekri,53.5,Tonnes,NR,Other,1415,1630,1510,Rs/Quintal
Khairthal,184.5,Tonnes,NR,Other,1580,1620,1600,Rs/Quintal
Khedh(Bodaramev),14.6,Tonnes,NR,Other,1619,1622,1620,Rs/Quintal
Khedli(laxmangarh),3.5,Tonnes,NR,Other,1630,1660,1650,Rs/Quintal
Kherli,49.7,Tonnes,NR,Other,1600,1820,1700,Rs/Quintal
Kishan Renwal(Fulera),2,Tonnes,NR,Other,1610,1610,1610,Rs/Quintal
Kishan Renwal(Sambhar),63.3,Tonnes,NR,Other,1580,1580,1580,Rs/Quintal
Kishangarh Renwal,28.6,Tonnes,NR,Other,1525,1600,1562,Rs/Quintal
Kotputli,41.1,Tonnes,NR,Local,1600,1700,1650,Rs/Quintal
Kuchaman City,36.9,Tonnes,NR,Other,1600,1650,1630,Rs/Quintal
Lalsot,8.3,Tonnes,NR,Other,1551,1718,1689,Rs/Quintal
Lalsot(Mandabari),18.7,Tonnes,NR,Other,1595,1691,1643,Rs/Quintal
Mahua Mandabar(Mahua),74.8,Tonnes,NR,Other,1563,1620,1592,Rs/Quintal
Mahuwa Mandawar,21.1,Tonnes,NR,Other,1550,1715,1609,Rs/Quintal
Nadwai,38.8,Tonnes,NR,Other,1628,1673,1647,Rs/Quintal
Nagar,2.6,Tonnes,NR,Other,1550,1600,1588,Rs/Quintal
Niwai,15.2,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Sadulpur,1.3,Tonnes,NR,Local,1500,1570,1535,Rs/Quintal
Sawai Madhopur,3.9,Tonnes,NR,Other,1643,1715,1690,Rs/Quintal
Sikar,2.5,Tonnes,NR,Other,3225,3500,3362,Rs/Quintal
Tonk,1.3,Tonnes,NR,Bold,1550,1663,1606,Rs/Quintal
Tamil Nadu,,,,,,,,
Theni,NR,Tonnes,NR,Small,1870,2040,1955,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achalda,75,Tonnes,NR,Bold,1300,1510,1400,Rs/Quintal
Achnera,1.5,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Agra,37,Tonnes,NR,Deshi,1570,1610,1590,Rs/Quintal
Ajuha,2,Tonnes,NR,Deshi,1360,1400,1385,Rs/Quintal
Aliganj,147.4,Tonnes,NR,Deshi,1400,1500,1450,Rs/Quintal
Aligarh,20,Tonnes,NR,Hybrid,1580,1620,1600,Rs/Quintal
Anoop Shahar,50,Tonnes,NR,Hybrid,1530,1550,1540,Rs/Quintal
Atrauli,4,Tonnes,NR,Hybrid,1380,1400,1390,Rs/Quintal
Auraiya,300,Tonnes,NR,Hybrid,1600,1700,1640,Rs/Quintal
Awagarh,24,Tonnes,NR,Hybrid,1550,1600,1570,Rs/Quintal
Badayoun,16,Tonnes,NR,Deshi,1570,1800,1600,Rs/Quintal
Bangarmau,20.5,Tonnes,NR,Hybrid,1350,1400,1375,Rs/Quintal
Bhehjoi,30,Tonnes,NR,Deshi,1500,1600,1550,Rs/Quintal
Bilsi,50,Tonnes,NR,Hybrid,1550,1650,1600,Rs/Quintal
Charra,75,Tonnes,NR,Hybrid,1535,1625,1585,Rs/Quintal
Choubepur,6.5,Tonnes,NR,Deshi,1510,1610,1560,Rs/Quintal
Dibiapur,51.8,Tonnes,NR,Hybrid,1450,1550,1500,Rs/Quintal
Divai,7,Tonnes,NR,Hybrid,1480,1500,1490,Rs/Quintal
Etah,151,Tonnes,NR,Hybrid,1530,1600,1570,Rs/Quintal
Etawah,2,Tonnes,NR,Hybrid,1550,1675,1625,Rs/Quintal
Fatehabad,17,Tonnes,NR,Deshi,1600,1650,1620,Rs/Quintal
Fatehpur Sikri,3.6,Tonnes,NR,Deshi,1580,1640,1610,Rs/Quintal
Ganjdudwara,55,Tonnes,NR,Local,1350,1380,1370,Rs/Quintal
Haathras,20,Tonnes,NR,Hybrid,1600,1630,1615,Rs/Quintal
Jagnair,13,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Jangipura,8,Tonnes,NR,Deshi,1470,1540,1500,Rs/Quintal
Jasvantnagar,20,Tonnes,NR,Hybrid,1400,1600,1500,Rs/Quintal
Jhijhank,0.2,Tonnes,NR,Other,1750,1950,1850,Rs/Quintal
Kamlaganj,12.5,Tonnes,NR,Hybrid,1550,1650,1600,Rs/Quintal
Kanpur(Grain),70,Tonnes,NR,Deshi,1550,1650,1600,Rs/Quintal
Kasganj,240,Tonnes,NR,Hybrid,1580,1630,1610,Rs/Quintal
Kayamganj,18,Tonnes,NR,Hybrid,1530,1550,1540,Rs/Quintal
Khair,20,Tonnes,NR,Hybrid,1550,1630,1590,Rs/Quintal
Kishunpur,15,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Kurara,3,Tonnes,NR,Local,1450,1550,1500,Rs/Quintal
Madhogarh,60,Tonnes,NR,Bold,1410,1620,1515,Rs/Quintal
Rura,11,Tonnes,NR,Deshi,1300,1400,1350,Rs/Quintal
Samsabad,1,Tonnes,NR,Hybrid,1575,1625,1600,Rs/Quintal
Shahaswan,2,Tonnes,NR,Other,1570,1580,1575,Rs/Quintal
Shikohabad,70,Tonnes,NR,Hybrid,1620,1645,1630,Rs/Quintal
Sikandraraau,12,Tonnes,NR,Deshi,980,1265,1160,Rs/Quintal
Sirsaganj,66.1,Tonnes,NR,Hybrid,1600,1680,1640,Rs/Quintal
Tundla,21.5,Tonnes,NR,Deshi,1460,1610,1580,Rs/Quintal
Ujhani,40,Tonnes,NR,Hybrid,1600,1700,1650,Rs/Quintal
Varipaal,1.9,Tonnes,NR,Deshi,1370,1450,1400,Rs/Quintal
Visoli,40,Tonnes,NR,Other,1600,1650,1625,Rs/Quintal
Yusufpur,120,Tonnes,NR,Bold,1900,2000,1950,Rs/Quintal
Barley (Jau),,,,,,,,
Gujarat,,,,,,,,
Dahod,0.2,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Madhya Pradesh,,,,,,,,
Chhatarpur,20,Tonnes,NR,Other,1650,1700,1675,Rs/Quintal
Katni,1.9,Tonnes,NR,Other,1650,1679,1676,Rs/Quintal
Neemuch,0.5,Tonnes,NR,Deshi,1900,1926,1902,Rs/Quintal
Rewa,0.4,Tonnes,NR,Other,1734,1734,1734,Rs/Quintal
Rajasthan,,,,,,,,
Alwar,0.2,Tonnes,NR,Other,1700,1750,1725,Rs/Quintal
Bandikui,0.9,Tonnes,NR,Other,1790,1961,1876,Rs/Quintal
Chaksu,0.1,Tonnes,NR,Other,1751,1751,1751,Rs/Quintal
Chomu,16,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Raisingh Nagar,0.4,Tonnes,NR,Other,1741,1741,1741,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achnera,0.5,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Agra,24,Tonnes,NR,Dara,1780,1810,1795,Rs/Quintal
Aligarh,15,Tonnes,NR,Dara,1760,1800,1780,Rs/Quintal
Allahabad,3.5,Tonnes,NR,Dara,1600,1650,1625,Rs/Quintal
Azamgarh,2.6,Tonnes,NR,Dara,1685,1710,1695,Rs/Quintal
Ballia,4,Tonnes,NR,Dara,1420,1520,1475,Rs/Quintal
Barhaj,5,Tonnes,NR,Dara,1660,1680,1670,Rs/Quintal
Choubepur,1.4,Tonnes,NR,Dara,1740,1840,1790,Rs/Quintal
Etawah,2,Tonnes,NR,Dara,1740,1840,1790,Rs/Quintal
Faizabad,0.8,Tonnes,NR,Dara,1690,1715,1700,Rs/Quintal
Fatehabad,5,Tonnes,NR,Dara,1600,1650,1620,Rs/Quintal
Fatehpur Sikri,0.2,Tonnes,NR,Dara,1590,1640,1610,Rs/Quintal
Gazipur,2.5,Tonnes,NR,Dara,1600,1700,1670,Rs/Quintal
Gorakhpur,4.5,Tonnes,NR,Dara,1595,1685,1635,Rs/Quintal
Hardoi,1.6,Tonnes,NR,Dara,1710,1760,1730,Rs/Quintal
Jagnair,2.5,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Jalaun,1.2,Tonnes,NR,Dara,1900,1960,1919,Rs/Quintal
Jangipura,6,Tonnes,NR,Dara,1650,1690,1670,Rs/Quintal
Jhansi,9.5,Tonnes,NR,Dara,1350,1550,1445,Rs/Quintal
Jhijhank,0.5,Tonnes,NR,Other,1210,1410,1310,Rs/Quintal
Kanpur(Grain),65,Tonnes,NR,Dara,1800,1900,1850,Rs/Quintal
Karvi,0.8,Tonnes,NR,Dara,1640,1700,1665,Rs/Quintal
Kasganj,1.8,Tonnes,NR,Dara,1660,1710,1700,Rs/Quintal
Kopaganj,3.8,Tonnes,NR,Dara,1625,1725,1680,Rs/Quintal
Lalitpur,15,Tonnes,NR,Dara,1700,1780,1730,Rs/Quintal
Lucknow,37,Tonnes,NR,Dara,1390,1440,1410,Rs/Quintal
Mahoba,5.8,Tonnes,NR,Dara,1665,1700,1685,Rs/Quintal
Mau,3.8,Tonnes,NR,Dara,1625,1725,1680,Rs/Quintal
Mauranipur,2.4,Tonnes,NR,Dara,1550,1650,1600,Rs/Quintal
Meerut,2.5,Tonnes,NR,Dara,1720,1810,1770,Rs/Quintal
Mehrauni,7,Tonnes,NR,Dara,1530,1640,1600,Rs/Quintal
Muskara,1.8,Tonnes,NR,Dara,1600,1700,1650,Rs/Quintal
Raath,1,Tonnes,NR,Dara,1750,1800,1775,Rs/Quintal
Rura,2.5,Tonnes,NR,Dara,1300,1400,1350,Rs/Quintal
Saharanpur,6.5,Tonnes,NR,Dara,1730,1795,1770,Rs/Quintal
Samsabad,3,Tonnes,NR,Dara,1675,1725,1700,Rs/Quintal
Sehjanwa,0.9,Tonnes,NR,Dara,1580,1620,1600,Rs/Quintal
Shikohabad,0.3,Tonnes,NR,Dara,1900,1935,1920,Rs/Quintal
Varanasi(Grain),17,Tonnes,NR,Dara,1640,1720,1670,Rs/Quintal
Varipaal,0.1,Tonnes,NR,Dara,1700,2000,1800,Rs/Quintal
Beaten Rice,,,,,,,,
Assam,,,,,,,,
Dhing,40,Tonnes,NR,Beaten Rice,2800,3000,2950,Rs/Quintal
P.O. Uparhali Guwahati,24.5,Tonnes,NR,Beaten Rice,2500,3300,2900,Rs/Quintal
Foxtail Millet(Navane),,,,,,,,
Karnataka,,,,,,,,
Bangalore,4,Tonnes,NR,Other,2800,3200,3000,Rs/Quintal
Hosadurga,5,Tonnes,NR,Navane Hybrid,2000,2200,2000,Rs/Quintal
Kustagi,1,Tonnes,NR,Navane Hybrid,2750,2750,2750,Rs/Quintal
Tamil Nadu,,,,,,,,
Virudhunagar,1.5,Tonnes,NR,Other,2200,2400,2300,Rs/Quintal
Jowar(Sorghum),,,,,,,,
Andhra Pradesh,,,,,,,,
Allagadda,NR,Tonnes,NR,Jowar ( White),1850,2430,1950,Rs/Quintal
Alur,0.01,Tonnes,NR,Jowar ( White),2100,2200,2150,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Jowar ( White),1850,1950,1900,Rs/Quintal
Koilkunta,NR,Tonnes,NR,Jowar ( White),2000,2200,2100,Rs/Quintal
Nandyal,1,Tonnes,NR,Jowar (Yellow),2400,2500,2450,Rs/Quintal
Gujarat,,,,,,,,
Botad,0.4,Tonnes,NR,Other,3000,3245,3125,Rs/Quintal
Jambusar,0.1,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Jambusar(Kaavi),1,Tonnes,NR,Other,1700,2300,2000,Rs/Quintal
Jamnagar,1,Tonnes,NR,Other,1750,2100,1925,Rs/Quintal
Mandvi,0.01,Tonnes,NR,Red,2500,2500,2500,Rs/Quintal
Mangrol,3.2,Tonnes,NR,Jowar ( White),2500,3250,3000,Rs/Quintal
Palanpur,9,Tonnes,NR,Other,4000,4625,4312,Rs/Quintal
Patan,0.7,Tonnes,NR,Other,2500,3975,3250,Rs/Quintal
Porbandar,0.05,Tonnes,NR,Other,NR,1825,1825,Rs/Quintal
Rajkot,4.2,Tonnes,NR,Jowar ( White),2700,3225,3000,Rs/Quintal
Rajula,0.1,Tonnes,NR,Local,4315,4315,4315,Rs/Quintal
S.Mandvi,0.01,Tonnes,NR,Red,2500,2500,2500,Rs/Quintal
Siddhpur,0.19,Tonnes,NR,Jowar ( White),4615,4615,4615,Rs/Quintal
Karnataka,,,,,,,,
Bangalore,22,Tonnes,NR,Jowar ( White),2200,2600,2400,Rs/Quintal
Belgaum,NR,Tonnes,NR,Jowar ( White),2300,2700,2500,Rs/Quintal
H.B. Halli,23,Tonnes,NR,Jowar ( White),1400,1400,1400,Rs/Quintal
Hosadurga,5,Tonnes,NR,Hybrid,1700,1900,1800,Rs/Quintal
Hubli (Amaragol),5,Tonnes,NR,Jowar ( White),1709,2409,2000,Rs/Quintal
Manvi,7,Tonnes,NR,Other,1900,1900,1900,Rs/Quintal
Nargunda,4,Tonnes,NR,Jowar ( White),2400,2400,2400,Rs/Quintal
Madhya Pradesh,,,,,,,,
Ganjbasoda,8.3,Tonnes,NR,Jowar ( White),3200,3685,3470,Rs/Quintal
Guna,23.3,Tonnes,NR,Other,2155,4055,3600,Rs/Quintal
Khargone,1.1,Tonnes,NR,Other,1636,1803,1803,Rs/Quintal
Lahar,2.8,Tonnes,NR,Other,1551,1613,1551,Rs/Quintal
Lashkar,18.5,Tonnes,NR,Jowar ( White),1465,1725,1535,Rs/Quintal
,,,NR,Other,3000,3600,3420,Rs/Quintal
Sidhi,24.3,Tonnes,NR,Other,2431,2433,2432,Rs/Quintal
Maharashtra,,,,,,,,
Ahmednagar,3,Tonnes,NR,Other,1850,1900,1875,Rs/Quintal
Akola,2,Tonnes,NR,Other,1500,1840,1511,Rs/Quintal
Amarawati,NR,Tonnes,NR,Other,2100,2500,2300,Rs/Quintal
Anajngaon,3,Tonnes,NR,Other,1500,1900,1750,Rs/Quintal
Aurangabad,2,Tonnes,NR,Other,2100,2700,2400,Rs/Quintal
Bhusaval,2,Tonnes,NR,Other,1750,1800,1750,Rs/Quintal
Dhadgaon,14,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Dondaicha(Sindhkheda),NR,Tonnes,NR,Other,1225,1235,1235,Rs/Quintal
Gangapur,NR,Tonnes,NR,Other,2411,2825,2675,Rs/Quintal
Jalgaon,1,Tonnes,NR,Other,2900,3031,3031,Rs/Quintal
Jamkhed,12,Tonnes,NR,Other,2800,3400,3100,Rs/Quintal
Khamgaon,3,Tonnes,NR,Other,1600,1650,1625,Rs/Quintal
Lasur Station,2,Tonnes,NR,Other,1750,2200,2100,Rs/Quintal
Malkapur,9,Tonnes,NR,Other,1555,1845,1700,Rs/Quintal
Morshi,6,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Mumbai,79,Tonnes,NR,Other,2100,4200,3400,Rs/Quintal
Nandura,2,Tonnes,NR,Other,1371,1805,1755,Rs/Quintal
Pathardi,4,Tonnes,NR,Other,2500,2833,2548,Rs/Quintal
Pune,57,Tonnes,NR,Other,4000,4350,4175,Rs/Quintal
Rahata,NR,Tonnes,NR,Other,1700,1700,1700,Rs/Quintal
Raver,5,Tonnes,NR,Other,1591,1793,1731,Rs/Quintal
Shegaon,3,Tonnes,NR,Other,1350,1750,1700,Rs/Quintal
Telhara,8,Tonnes,NR,Other,1650,1750,1700,Rs/Quintal
Ulhasnagar,10,Tonnes,NR,Other,2500,2700,2600,Rs/Quintal
Vaduj,30,Tonnes,NR,Other,2850,2950,2900,Rs/Quintal
Washim,NR,Tonnes,NR,Other,1250,1600,1500,Rs/Quintal
Rajasthan,,,,,,,,
Bijay Nagar,2.5,Tonnes,NR,Other,1611,1785,1700,Rs/Quintal
Chaksu,1.1,Tonnes,NR,Other,2435,2600,2500,Rs/Quintal
Dausa,0.1,Tonnes,NR,Other,2000,2080,2040,Rs/Quintal
Deoli,0.2,Tonnes,NR,Other,1600,2500,2050,Rs/Quintal
Jodhpur(Grain)(Bhagat Ki Kothi),8.8,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Kekri,410,Tonnes,NR,Jowar ( White),2410,2810,2650,Rs/Quintal
Khedh(Bodaramev),0.4,Tonnes,NR,Other,2100,2100,2100,Rs/Quintal
Kherli,2.1,Tonnes,NR,Other,2050,2150,2100,Rs/Quintal
Kishan Renwal(Sambhar),1.8,Tonnes,NR,Other,2040,2040,2040,Rs/Quintal
Merta City,4.5,Tonnes,NR,Other,2200,2626,2626,Rs/Quintal
Nagar,0.7,Tonnes,NR,Other,2000,2100,2050,Rs/Quintal
Nagaur,6.8,Tonnes,NR,Other,2000,2750,2450,Rs/Quintal
Ramaganj Mandi,56.2,Tonnes,NR,Other,2800,4299,3871,Rs/Quintal
Sawai Madhopur,1,Tonnes,NR,Other,1701,1701,1701,Rs/Quintal
Tonk,0.5,Tonnes,NR,H.B,2500,2650,2575,Rs/Quintal
Tamil Nadu,,,,,,,,
Cumbum,NR,Tonnes,NR,Other,1720,1840,1780,Rs/Quintal
Theni,NR,Tonnes,NR,Red,1710,1850,1780,Rs/Quintal
Thirumangalam,NR,Tonnes,NR,Red,1950,2150,2050,Rs/Quintal
Uttar Pradesh,,,,,,,,
Bharuasumerpur,90,Tonnes,NR,Jowar ( White),2300,3200,2800,Rs/Quintal
Kalpi,32,Tonnes,NR,Annigeri,1500,1520,1510,Rs/Quintal
Kanpur(Grain),75,Tonnes,NR,Red,1800,1900,1860,Rs/Quintal
Rura,8,Tonnes,NR,Annigeri,1300,1400,1350,Rs/Quintal
Varipaal,2,Tonnes,NR,Jowar ( White),1840,2400,2000,Rs/Quintal
Kodo Millet(Varagu),,,,,,,,
Madhya Pradesh,,,,,,,,
Bichhiya,13,Tonnes,NR,Other,1900,1900,1900,Rs/Quintal
Budhar,4,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Sidhi,48.6,Tonnes,NR,Other,1209,1251,1230,Rs/Quintal
Maize,,,,,,,,
Andhra Pradesh,,,,,,,,
Alur,0.01,Tonnes,NR,Local,1420,1620,1520,Rs/Quintal
Atmakur,0.01,Tonnes,NR,Hybrid/Local,1700,1700,1700,Rs/Quintal
Chintalapudi,1,Tonnes,NR,Deshi Red,1600,1700,1650,Rs/Quintal
Nandikotkur,NR,Tonnes,NR,Hybrid,1700,1700,1700,Rs/Quintal
Assam,,,,,,,,
Dhekiajuli,8.5,Tonnes,NR,Other,1700,1750,1750,Rs/Quintal
Dhing,25,Tonnes,NR,Local,1600,1700,1700,Rs/Quintal
,,,NR,Medium,1400,1550,1500,Rs/Quintal
Chattisgarh,,,,,,,,
Boraee,84.7,Tonnes,NR,Medium,1650,1750,1725,Rs/Quintal
